reviews,sentiments,predictions,correctness
"This versatile boot(s) works for the casual office and best on the weekends. Great deal (price wise: $29.79) too! 

There is a smooth, leather upper that stays put with a stretch zipper (fabric around the zipper, but the rest is smooth, soft leather). 

Although fits true to the size and it reads ""8 ½ M,"" at first it felt a bit narrow (especially around the ankle) but it became loose after I wear it.  Advanced cushioning, padded insole for comfort and flexible sole.

Over all, very comfortable and classy!",1,1,1
"This a very basic black boot. I choose these because I was 5 months pregnant at the time and wanted something a bit stylish yet low to the ground to help me avoid trips or falls. If you are into a very basic, minimalist look, these boots are for you. If not, stick with stalletos -- always my first choice",0,1,0
"I ordered this dress by the sizing listed.  It arrived quickly, but was much larger than anticipated. The exchange was extremly easy and we are very satisfied with the product and the excellent servic",1,1,1
I bought these for my boyfriend for christmas. As a mechanic pockets and style are essential. He has a drawer full of the cell phone double knee dickies but when he receieved the CARGO dickies he makes me wash the 2 pair in between wears so he can continue to wear them.  The Right Cargo Pocket has an internal smaller sectioned off pocket where your cell phone fits nicely. (at least ours it does we have a tmobile slider T809),1,1,1
"I was born and raised in a tropical climate, so when it gets cold up here in the northeast I really feel it.  These ear muffs have surpassed my expectations in terms of warmth. I'll never have to experience frozen ears again!  They look quite stylish as well.  The texture of the sheepskin appears to be much more even than what is shown in the picture.  My only gripe is that the band is not covered with material, as depicted here.  If you don't mind that, I highly recommend this item",1,1,1
"This is the best nursing bra that I purchased.  It took me a few tries to get it right, but when I finally found this one I purchased a few.  The style and fabric is very supportative and I love the fact that it is not an underwire.  My only negative comment is that it is not available in a nude or bone color.  Every nursing mom should own this bra.  It is well worth the price. One last suggestion...get properly fitted by a professional.",1,1,1
These trunks offer the support of a brief and the comfort of a boxer-brief with minimal coverage - Great undertwear,1,1,1
Product arrived in a very timely matter and the item works great,1,1,1
"The warmest, most  lasting, and  most  comfortable men's sock  on  the  market!  Excellant  Price $$",1,1,1
"These are very cute and comfortable shoes, and look great with jeans or dressed up.  I have wide feet and they were very accommodating- I wouldn't recommend them for narrow feet though.",1,1,1
"This was my first time ordering something like this... and I was concerned that I would get the wrong size, since I am also a medium, but everything fits perfect for me. Contrary to the review below me, I personally like the material, I find it quite comfortable. It's lacy-like and frilly and not only looks sexy, but makes you feel sexy. The shipping was lighting fast as well. I will definately order from this company again. =",1,1,1
"I love these sneakers, I wear them all the time.  I now have them in two colors.  I bought them for $40 in a boutique in Venice CA for $40 and found them on Amazon for HALF!  Amazing.  SHOP AMAZO",1,1,1
Not best for running but look very cool.  comfortable enough to wear for styl,1,1,1
"I was a little concerned with the product ordered until my friend opened the package. She loved it, thought it felt great when put on. If she is happy, I am happy.",1,1,1
"They are soft, made of quality fabric, snug, but not too snug",1,1,1
"Yeh, these are really great socks... but what's up with James? If new socks changed my life, hey I need to get a little something goin' on. Back to the socks...my favorite, in black, low cut, workin' out or hangin' out",1,1,1
"I gave these boots to my daughter for Christmas.  She loved them and they fit really well.  They run larger for their size, which is good, because my daughter is a size 11.  They do run big, but fit her great.  They also are a great quality.  And they are very much in fashion.  Great choice!",1,1,1
"I bought this rather skeptically online, but turned out that these mittens (and other products from this company) are extremely soft and don't fade or shrink after washes. I'd highly recommend these for your baby's tender hands",1,1,1
"This is the best fitting and most comfortable bra I have ever owned.  It gives a lovely shape.  The only problem is the fabric used to make it.  As another person has said, every one of these bras that I've bought has split.  The floral outer fabric is so fragile, I've even put my finger through a nearly new one!  Very disappointing.  I wish they would make this same bra out of some sturdier fabric.  Then it would be the perfect bra",1,1,1
"I bought these jeans for my husband and he loves them and so do I.  They look great, and still look fresh after many months of washing.  Would buy again",1,1,1
"I brought a couple pair of these to our little lingerie party, because I knew the girls would like them. I've been wearing them for over a year and I like them a lot. My husband does too. They look good, turn him on, turn me on too. You can't ask for more than that in a panty, now can you",1,1,1
"The shoes are lovely and pretty sexy.
They are actually nicer than how the appear on internet (not to say the internet presentation is not also sharp and representative of the product).

I love high heel shoes. I have a collection of them. My husband, through surfing the internet for Valentine's Day found the site. 

What is exciting about the whole thing is I am pretty sure no one will have the same shoes in Ottawa!!!

Not having half sizes, we ordered size 7. They were too small so we reordered size 8. We will know for next time.

Spike Angel company is very professional and easy to deal with. They exchanged the shoes for the right size in no time",1,1,1
This has been a great  shirt.  The color has stayed and is easy to wash and wear,1,1,1
"Maybe I'm naive, but I never could figure out how the hooks came out of the keycase. They are spring-loaded, and they turn. A certain combination of push or twist or pull seems necessary to get them out. I got one out by sheer accident but that is it. And there are no directions included. So I'm back to a keyring and that's not so bad.",0,0,1
"This product is a great alternative to the $30 cases I've seen. It has a belt clip that doesn't pop off. It's soft, and the cover flips over to make a little kickstand that holds the player up. I highly recommend it",1,1,1
"The robe does not fit me. I wanted to return it, got a return item number, got busy, and did not get it in the mail soon enough. They have a strict 30 day return ploicy. Nordstroms does not do this. I could exchange it there.

Sorry I got a job and not time for petty rules. I will go elsewhere next time",0,0,1
"This short is minimalistic. Just what you need if you are doing Yoga. Grips the leg, does not show what you do not what to show. I use black underpants under them, as they are a bit too minimalistic without. I think they are a bit overpriced, but I have not found as good a short for less (low demand?)",1,1,1
"I love this camisole. Very smooth, comfortable and definitely conceals the areas you wish. I do not wear a bar with this item and feel comfortable with the support I receive. Highly recommend.",1,1,1
"Backpack is light when empty, yet strong to curry the load of books to school. Side pocket for bottle very handy. Top pocket for CD player or small easy to reach items such as keys, very helpful and practical. I like the base of the backpack being dark color so  it doesn't look dirty from use",1,1,1
"these work great, stay behind the scenes and last longer than expected. not a big fan on metal tie clips/tacks/bars or don't want to pay for one then these are perfec",1,1,1
I ordered this shirt in a large for my husband & he is not a hard to fit large.  This large is a bit short.  The seller did ship fast though,1,1,1
Great product. The only reason for only 4 stars is the shipping was way overpriced,1,1,1
"I ordered this Dress on March 6th. I recevied an email from the company saying that it would ship by March 8th. On March 16th, I receive an email saying that they are out the size I wanted and my order has been canceled. This is unacceptable from a business. I should have been notified by March 9th that the dress had not been shipped. I have less than 24 hours to find a replacement dress. Thanks alot",0,0,1
These shoes were not put together very well. The bottom of the heal part broke of and was bending inward from the second I put them on. If I had the choice to buy this breand again I would not. These shoes were very over priced and not put together well at all. I am very disappionted,0,1,0
These shoes are fantastic! Not only are they super cute but they stay nice and clean. My son wears them ALL the time and dirt just doesn't stick so they always look very nice. The velcro shield on the front makes it easy for my toddler to take off and put on his own shoes,1,1,1
"I HAVE NEVER BEEN INTO FULL RIM HATS. I NEEDED ONE FOR THE WORK AND REST I DO SO I GAMBLED ON THIS. I AM VERY HAPPY THAT I DID. IT FITS PERFECTLY, AND ALREADY I HAVE BEEN THROUGH A TWENTY DEGREE DIFFERENCE WITH RAIN, AND BEING A GLASSES WEARER, I CAN SAY I AM DEFINITELY PLEASED. I RECOMMEND THIS HAT FOR ANYONE LOOKING FOR THIS TYPE OF PRODUCT FOR ANY REASON",1,1,1
"It is comfortable, great for outdoor. But it is a little biger than its size. And overall the shoe is quite heavy",1,1,1
I gave this as a gift to a friend and she said she LOVED it,1,1,1
"I ordered this black XL for a bridesmaid dress as well. At first I was concerned it may be too casual, but out of the package it looks quite elegant. The material feels like a good quality, not thin and cheap, and the broach doesn't look like a kiddy toy. I also had to double check measurements with the sizes because it didn't quite match up with my normal size. It definitely wears well without being clingy or riding up. Definitely pleased with the price for what I got",1,1,1
This sandal is quite comfortable and pretty cute.  I would recommend it,1,1,1
"I found this bra in white at ROSS about 6 months ago for $4.99 and have been wearing it almost daily because it looks and feels so good with everything (tanks, tees, sweaters, etc.) while adding a little oomph. 
When I needed to buy a black bra, I looked up the info from the rapidly fading tag and couldn't resist getting one in every available color.
I cannot stand the look of bumpy padding, weird seams and unnatural silhouettes that I usually find with bras, so it was totally worth the splurge once I found a style that worked so well.",1,1,1
"So I just got my shoes after waiting two long weeks....what a dissapointment. I open the box and immediately I see what appears to be a defect. The inside of the shoe (like on your right foot, the left side, not the right) was covered in little black dots that were smudged all over the grey area, including smudging on the asics logo. This was obviously a manufacturing defect seein it was the same color as the logo which was also smudged. Also, the shoe glue was leaking out the back of the shoe. Poorly done, last time I will ever buy ASICS shoes again",0,0,1
"We got these glasses for our two month old and they are certainly cool looking on our little cutie.  They are a little large for her, but still fit with the velcro on the adjustable band just barely connecting on her little head.  100% UV protection por los ojos es muy bueno",1,1,1
"This is the second pair of these pants that I've bought and I now have them in black and olive green. My favorite thing about them is the way they slim my hips. I wear a size 12 (sometimes a 14) and ordered a Large the first time. They fit perfectly, though I had to pin the part around the ankle to keep it from being so blousy. I noticed that complaint on other reviews, but it's easy to pin it from the inside and remove some of the fullness. The slimness in the hips and the comfortable fabric completely make up for the ultra-fullness at the ankle. I get compliments on them everywhere I wear them and I can dress them up or down, with flats or heels, with no problem. I did make a mistake when I ordered the second pair and got an XL. I washed them on hot and dried them very hot, as well. They actually fit fine and are really comfortable--but I'll order the Large again next time, for sure. I'm going to order all the other colors available, and maybe even a second pair in the olive green since I wear them so much. They'll never go out of style. They're perfect for airline travel because you can put your boarding pass and I.D. in the pockets, while sending your carry-on or purse through the conveyor-belt security. I love these pants!",1,1,1
"While I was a little wary of ordering a jacket for $20 online, I went ahead and ordered this one. It seemed like it was made of durable material, and looked snazzy. When it came in the mail today, it was stuffed in a first class envelope with another t-shirt [which I really like!]. I was anxious to see what it was like.

This jacket is /literally/ made of the material used for FedEx envelopes. Sounds cool, huh? The jacket is extremely thin, and feels like you're wearing a paper bag. While I appreciate the prompt service of the people at Andrew Christian, they will probably see my jacket returned within the next couple of weeks",0,1,0
"They were a nice quality, nicely priced, and were shipped promptly.  I would buy this brand again",1,1,1
I bought these shoes for myself after trying them on locally due to the low price on amazon.  I have problems with most shoes due to their low profile and having a thick foot.  Additionally I like to wear arch support inserts due to my feet overpronating.  I found that these shoes would allow me to have my inserts in comfortably.  I would recommend these shoes to anyone with thicker feet,1,1,1
"These glasses are both attractive and effective. Well worth the money. At the price, you can afford to sit on them and so forth, which invariably happens anyway. They're also quite practical and very dark, which I didn't expect from such an inexpensive item.

I'll definitly buy these again the next time I need to recreate some Sisters of Mercy music videos",1,1,1
"My son picked out these shoes for basketball. He liked them at first and gave them time to get broke-in, but the outsides of the shoes had no give. Most shoe will form to your foot, these did not. At the end of third stripe, you could feel a big ridge on the inside of the shoe.We had to buy a different pair of shoes that formed to his foot better. Nice looking shoe, but not the greatest fit",0,1,0
"Well, I cannot speak for the previous commentor, but I have worn these for about 5-8 years. Yes, I have kept a pair that long! They haven't worn out at all. Of course, my underwear are much older, so the tag is in the back and says ""Life"". Life is by Jockey, but now that brand is exclusive to men's underwear. I plan on looking for these again at a store and trying them again. Well, so now I don't know how valid my review is because it's been so long, but the ones I do have are amazingly comfortable and I hope these live up to that",1,1,1
"I have a hard time geting shoes that are wide enough, sometimes even if they say ""W"". But, I could not have asked for a better fit! These are very comfortable and they look great too",1,1,1
"The leather on these gloves is soft and supple. and they're warm

thats about all that I can say that is good. There were scuffs when I got them. the stitching was ripping (and finished itself off soon after) and the fingers were different lengths on each glove. avoid at all costs.",0,1,0
"I've been looking for this specific color and style and went to every athletic shoe store in Phoenix and Las Vegas but could not find it until i happened to look on Amazon.  They, of course, had it and i ordered it immediately.  It took a little longer than expected to get the shoes but once they were here i slipped them on and they fit like a glove.",1,1,1
"I wrote a rave review of these the day I got them.  They were absolutely terrific and gave me purchase doing yoga on a slippery rug.  However, the next time I wore them for a longer session, they got stretched out. My toes kept falling out of them and they became twisted around my feet and just generally got in the way. 

I put on a new pair for another session and when doing any lunges or poses with my legs in a wide stance, they were very uncomfortable. 

Oh well.  The ""concept"" is great, but they don't really work unless you're doing very little movement.  I wish someone would come up with something like this that does the job",1,1,1
"Mail Fraud,I believe its called!! texas shirt company if this is a real company never had this item to sell. I'm surprise Amazon.com is even associating with them..and mike to get this bent out of shape over a $12 dollar item you need to see someone to address your anger issues.",0,0,1
I love how thin this product is. It fits the iPod nice and tight and keeps one of the nano's best features - its small size. I also learned to appreciate the screen protector while on vacation in Florida on the beach. The sand could have done a number on the nano's screen. I use the armband while exercising and it works well. Good product,1,1,1
"Cute little accessory for the price.  My slave boys have purchased Me one in every color.  Comfortable, too- no headaches",1,1,1
"Suit was too small, not enough information available on the site for it and I would not buy another bathing suit from Amazon as it cost me money to send it back.",0,0,1
"I have been on a relentless search for a product like this.  Other shapewear that i have tried is either very uncomfortable or has no control.  Finally, I have found a product that is both very comfortable and very supportive.  I truly look ten pounds lighter when I wear this.  You will get your money's worth with this product.  I have gotten the hight waist brief, the full control body suit and the camisoles.  They all work like magic.",1,1,1
"Once you wear a pair of the Hanky Panky panties, you will never want to wear another brand ever again! I was skeptical at first because they are one size fits all, but they really are so comfortable...I can't even tell I am wearing them! They are VERY sexy, which comfort and sexy usually don't belong in the same sentence when it comes to underwear!!! You will not be disappointed! I wear a lot of low rise jeans and they are well hidden underneath! They come in so many beautiful colors and cuts if you don't want the low rise fit",1,1,1
"My daughter says: ""They are fun to wear. They make a clomp clomp noise. They are very wonderful to look at.""
I say: ""They are very cute. My daughter enjoys the heel.",1,1,1
"even the grease stains I get come off with minor effort. The pants always look great, right out of the dryer",1,1,1
"I carry it everywhere I go -- it has enough capacity to contain pretty much everything I need -- faceplate to my car stereo, my camera, personal grooming supplies, even some clothes. Just throw it all in there and you're ready to spend a night at a friend's house.

Having two compartments really helps keeping things organized.

The back of the bag is well padded, and the bag is comfortable to carry for long periods of time",1,1,1
"This shoe is elegant, it's comfortable, the stacked heel is just right, the height is perfect and over all is a beautiful pair of shoe.  I bought both colors that were available. 

Thank you.",1,1,1
With tougher airline baggage scrutiny overweight luggage can cost you a bundle. This little gadget paid for itself on our first trip. Much easier to use than the old bathroom scale we found this to be quite accurate and close to the scales at the check in counter. Now our neighbors all want to borrow it,1,1,1
They are sexy an I love I can have different colors for different days,1,1,1
"I bought these gloves for my kids' Hallowe'en costumes (they both wanted to be terrorists). The older one now uses them to protect his hands while doing weight training at the YMCA. They are great as part of a costume. As he's only used them a few times for weight training, I'm not entirely sure how they'll hold up under the long haul in that capacity..",1,1,1
"As a matter of fact, I have them on right now!  Comfortable is the word.  Stylish, a great value for the buy.",1,1,1
"This is my first yoga mat and I am very happy with my purchase. It sorta smells when you first take it out of the package, but after a few uses it disappears. Plus, it is very pretty to look at. :",1,1,1
"Best Wallet I've ever owned.  Keeps everything I need to carry organized.
I like the idea of front pocket wallets.   This one fits just right and is easy to get to when you need it.",1,1,1
I already knew it would be a pretty bad idea to buy a wig online but i didn't expect they would pack it up as badly as they did. It was totally mangled and mashed when I got it. They get four stars though because the wig itself is amazingly good once you restyle it yourself. Though I'm still having trouble with the spikes at the back of the hair,1,0,0
"I found the shoes to be pretty much what I'd hoped for, a pair for everyday use that had a certain style and comfortable feel.  The shoes have a scruffy look, which works for me. I like them",1,1,1
"Great replica jersey, I expected it to be heavier, but actually like the fact that it was a bit of lightweight material. Some may or may not like that",1,1,1
Got it for a friend for bird hunting and he totally loves it,1,1,1
"Extremely poor quality cloth. Very bad color. It looks used .
Never ever buy any items from this vendo",0,0,1
..all over the neighbourhood.  now we're getting divorced and it's all YOUR FAULT Male Power Sheer Bong Thong!  i hate you,0,0,1
Every morning my son would be so upset because he hated to put on his socks with seams in them.  Thank goodness we found TicTacToe Seamless socks.  They are excellent and morning is now a happy time,1,1,1
"I love wearing my Vote For Pedro tshirt to show how much I love the movie Napoleon Dynamite.

People who know Napoleon Dynamite will smile at me when I wear it.

Great shirt",1,1,1
"I recently purchased these shoes for a night out on Valentine's Day with my boyfriend.  I had a great experience with this product and service.
The shoes themselves were completely wrapped up in their box.  Because of the delicate beading on the shoes, I was afraid that poor packaging may cause them to get damaged in shipment.Not so. Every part of the shoe was perfectly preserved and protected.

The beading has pink accents too.  I couldn't see the pink in the picture, but it's there.  These shoes are high, but comfortable. Definetly wear them about the house before taking them out. I'm thinking of getting them in Red too.

The seller itself, ShoeMall, sent me emails letting me know that my order was received, then another email letting me know that it was on it's way including the tracking number.
I highly recommend this shoe and seller based on my flawless purchasing experience",1,1,1
"My boyfriend is a Big Lebowski fanatic, so his son and I bought this for him one Father's Day, and he loves it. The only issue I had with the shirt is that we got an extra-large size and it still fit a little tightly (he's not a huge man). I also think I remember noticing that the graphic was a little crooked, which was not very noticible unless you looked more closely. He still appreciated this gift, though",1,1,1
"For the money, the package containing two docking/charger multipurpose cables, AC and car charger adapters, and the silicone skin case was a great deal!  Overall this was a great buy for me.  The only criticisms I can make are (1) the skin was a bit thicker than I had envisioned.  However, the slightly thicker form factor my Zen Vision M with the skin is balanced by the added drop protection.  And (2) the skin covers the lighted blue buttons giving the whole player a slightly less cool appearance.  Having said that, I'd gladly make this purchase again given the opportunity",1,1,1
"Pros - These shoes are stylish and fit well
Cons - A little heav",1,1,1
"I found this product to be of very high quality and the transaction of the product was great.
I recommend this for anyone looking for great bag, especially as a gift",1,1,1
"I ordered this in aqua and was quite pleased -- the color and quality are great! If you think it may be too small, as one reviewer suggested, why not buy two? I love mine",1,1,1
"this thong has the best feel ever in a thong. when I where it I feel as if I can do anything, and I feel very sexy in it",1,1,1
I bought these for my dad for xmas... he loved them....they are so soft and very high quality,1,1,1
I had never bought shoes online before. I was having bad luck shopping in the stores in the malls and not being able to find my size in what I liked. So I decided to give online shoe shopping a try. The shoes arrived on time and they fit perfectly. I love them. They are very comfortable. I get lots of compliments on them. They worked perfectly for dressing up a casual outfit when I went cruising on the Mediterrean,1,1,1
"The material of the shirt is good, fits good except the fact that it is shorter than it looks on the pictur",1,1,1
"This extremely comfortable, good-looking and effective minimizer has enabled me to wear one size smaller.  Also, the straps never slip off the shoulder.  I wish I had found this bra years ag",1,1,1
"With a good selection of colors to go with the casual style, to say I love these shoes is an understatement. They are very comfortable, and have grown on me so much, they are about the only casual style shoes I have bought in the past few years",1,1,1
"This hoodie paired with the matching pants is such a bargain!  Together, the whole outfit is $26!  Where else can you find such a buy?  This hoodie is very well made-just to be expected from Soffe.  Very comfortable!  But, you do need to know that the jacket is a short cropped length.  It does not meet at the waist of the pants.  Very cute and stylish",1,1,1
Good shoes at the price.  Nice style and comfort,1,1,1
I bought a pair of Shakas for my husband (these shoes/sandles are not what he would have picked) and he is surprised how much he loves them. He is going to order another pair in a differnt color. I have a pair as well and love the comfort and support,1,1,1
Great cap.. quality is top notch.. Price is also great.,1,1,1
"I ordered this handbag for my 19-year-old niece as a birthday gift.  When she opened the package, she said ""VERY cool!"" with a huge smile!  We went over the details and agreed that the size is just large enough to hold the essentials (cell phone, keys, lipstick, compact, pen, credit card) and that the style is versatile, it goes with an elegant evening gown as well as with blue jeans.  Also, the silver tone is a great match for all her favorite colors:  Pinks purple, blues, black, white.
So she loves it, and I am happy",1,1,1
Very comfortable shoe.  True to size.  Order was received very quickly and I was very satisfied.  Wish they would have had my size in black as well.,1,1,1
"Nice pair of slippers with great looks... I love the way they massage the feet when walking... if I had to choose one downfall, I would say they get dirty pretty quickly, and since the massaging spikes are hard to get into, it's harder to clean them... otherwise a decent pair of slippers... I'd definitely buy another pair in the futur",1,1,1
These shoes were a terriffic deal at the sale price.  My son had a soccer tournament this weekend and did not even take them off in between games (5 hours).,1,1,1
"I had purchased another name brand and had trouble with my undershirts shrinking to the point that I couldn't even tuck them in.

I've had the Jockey brand for several months and shrinkage has been minimal. Good job",1,1,1
"I bought this as a Christmas gift because it is shown and described as a briefcase; however, potential buyers should be aware that it is actually a case for a laptop computer. We were planning to buy a laptop anyway, so we kept the bag. As a laptop bag, it is high quality and plenty roomy.",1,1,1
this backpack is soooooooooooooooooooooooooooooooooo cute i bought this to use for a diaper bag on the simple fact it nicer looking than the old diaper bag the hospital gave me and is of better qualit,1,1,1
"My husband really likes these swimming trunks, and you can't beat the price and free shipping",1,1,1
held me top in place all night did not even know i was wearing it after a while,1,1,1
Excellent fit for us overly endowed folks.  Wanted another one so just went on line to Bali and they sent me to Biels in Florida.  On time delivery and product was as asked for,1,1,1
"I've had this coin purse not even 2 months now, and I've only used it about 7 times.  Unfortunately, the ZIPPER broke already! I couldn't believe it.",0,1,0
"This is an excellent shoe. It is true to fit and looks great. Note that it is also airport and nuclear plant safe for metal detectors. Very comfortable and fits to your foot shape within days, which is amazing compared to other shoes",1,1,1
"I thought this product did exactly what I wanted it to. However, in order to get a loose rashguard fit (which is what most people want if you're using your rashguard as a cover up instead of its most often intended use) you will need to get at least two sizes larger",1,1,1
"what a wonderful set of socks, the receiver of the gift was extremely happ",1,1,1
"My mom makes me wear briefs, i dont mind them but i would rather wear something else because other kids give me a hard time about it most of the pantsing and wedgies in the locker room is in good fun but sometimes i get my head flushed in the toilet.  The briefs fit and feel great exept for when the waist band is up to my neck",1,1,1
"This is not your typical lunch bag, for several reasons. This bag is very large and accomodating of all your needs, male or female. It is indeed very roomy and I would classify it as a daybag or travelbag because it isn't as limited as most ""lunchbags"", but still great for days at the office. For those of you that are troubled by coworkers ""borrowing"" your food and drinks from the company refrigerator, your troubles will be over with this bag. Tons of room to include cooling packs to keep at least a long day's worth of food and drinks chilly. The top of the bag has a seperate section that will hold all your other daily needs, whether it be reading material, including full size magazines you won't have to roll up or to fit in, medications, keys, cell phone, PDAs and what have you. The other compartments will accomodate you further. Conveniently, there are compartments where you can keep things hidden, so that personal items or valuables don't have to be displayed at any time, unless you choose to do so. This bag appears to be really well made, nothing cheap about it or ill planned. The zipper pulls alone tell the story, large, heavy and solid, accomodating for the smaller hand all the way up to very large men's hands. The stitching appears to be very well done and not prone to come apart easily. The dual handles at the top will allow for carrying with one hand, or clip on the adjustable strap for a more hands free tote. The thickness of the insulation is more than adequate, much thicker than most of the off the shelf type insualted bags, it is what you would expect in a premium bag. The fabric is quality denier that looks like it will be able to hold up to heavy use and easy to wipe clean, like most denier. I would not be surprised to see a flight crew carrying this insulated tote, as it has the style of simple elegance that you usually see with their carryons, suitable for even a daybag phobic male, but sleek enough for a woman to feel as though she hasn't just joined a brown bagger construction crew. This bag doesn't look out of place in the office or at a worksite, the beauty of classic neutral design for the causual person or professional. It has enough capacity to work for a picnic bag for several people. My mother was eyeing it for use to carry all her copious amounts of makeup on her trip to Vegas, with keeping all of it cool in mind. That plot didn't succeed, it has not yet seen Vegas, but nice try mom, lol. The sticker shock for this bag may seem high if you are used to throw away bags from mass retailers, but this is a worthwhile investment for those needing quality and more space. Overall value very high and more than worth the money. Hey, just what the coworkers swipe in a month's time might pay for the whole bag by itself.",1,1,1
This dress is high quality material and is very comfortable to wear.  The top part of the dress has to be altered but the waist fits fine.  I agree with another reviewer that this dress runs a little big.  It even came with optional straps and wrap.  Definatly a great bargain,1,1,1
"Description says to order 2 sizes smaller than street shoe. I normally wear a 6.5 and ordered a 4.5. They are just a little bit too small. I should have ordered 1.5 sizes smaller than street shoe. Other than that, no complaints! They are great shoes",1,0,0
"I ordered these items in mid June, and my credit card was billed on June 22.  However I discovered two weeks later that, despite your having billed my credit card for items being purchased from Andrew Christian, the order had never been sent to them.  I was then assured that the order would be completed promptly (I told them I needed the clothing by July 19, otherwise I would not need the items at all)).  The order was not given to UPS until July 17 with an expected delivery date of July 21. Consequently I directed UPS to return the order unopened.  The handling of the entire mess was slopppy, and the billing of my credit card two weeks before the order was even placed was unethical and shameful.",0,1,0
"I ordered this shirt hoping it matched 5 others I had bought at a store
for my wedding party. I called the company, they explained the shirt in detail. I ordered it and received it promptly, and it was a perfect match.
Thank Yo",1,1,1
"Its very light, nice looks(blue in color) and spacious back pack... I use it for my office and also when ever I go for some outing.. It can hold all the essential things that I need.. I like this bag a lot.. very much recommended",1,1,1
"These were nice, lightweight budget jazz shoes; however, they do NOT fit the same as street shoes, despite what the description says. My daughter wears a 2.5 in street shoes, and I ordered her a 4 in the jazz bootie thinking there would be plenty of room for growth. WRONG! I have to return them and get her at least a 5 or maybe a 5.5. BEWARE",1,1,1
"Finally after going through many cases, this one is the only one I found that works for the thicker 60GB Zen.  Shame on Creative for their responses to me and their recommendations of so many cases that do not fit this player.  Huge Kudos to this company that have finally made my Xmas gift functional for hiking and jogging for me",1,0,0
"My daughter got this set for Easter last year and just adores it, esp. the umbrella which she uses any possible time she can.  I wouldn't say it's cheaply made but it's just not as well made as the raincoat.  The little ""button"" on top to finish popped off within a month and can't really be glued back on.  It doesn't affect the umbrella's use but it's just one of those annoying things",1,1,1
"It goes with almost everything, works with day and night wear, and is beautiful as well as sexy. And I'm usually PICKY PICKY, although obsessed with shoes.  Oh, and I'm French, so I should know... LO",1,1,1
It was very kind of the company to refund the items when i had to send them back. But the quality of the shirts where not the quality i am used to have when i buy orginal Van Heusen shirts,0,0,1
"Well I was meaning to write you guys about that I ask for 2X-large but you guy send me a LG/XL shirt I did not want to send it back, because i was looking for that kind of shrit for over two years. next just make sure that you send a right order that ask for it if don't have just say so.",1,1,1
These bras offer zero support.  They would be good for someone who is young and firm enough to not need it:,0,0,1
When I ordered this skort the description didn't say that it was a childs size.  So I complained to the site that I bought it from.  I asked that my shipping also be returned because they didn't specify that this was a childs size.  I wasted my money on shipping for an item I wouldn't have ordered if I had known it wasn't an adult sized item.  They didn't return my shipping,0,0,1
"Bah, this skirt looks weird and cheap. It is not sewn on the bottom, just cut.",0,0,1
These boots are so sexy and will make you so much taller when you're wearing them. I absolutely love my new boots and they look so good with a pair of jeans and comfortable enough to wear all day long. You'll love them as much as I do. The size fits a little on the big side so best thing would be to go to a Nine West store to try out the size before you purchase online but online prices are definately cheaper. What a deal!!,1,1,1
"I love these undershirts. They are better than onesies especially for newborns. Onesies slip over a baby's head whereas these shirts don't. Much easier to dress a newborn. I also liked the ""built-in"" mittens so baby can't accidentally scratch herself. I told my sister about these and she bought some for her newborn son. She loves these shirts, too. AND...you can't go wrong with white",1,1,1
"Garment was of nice quality, shipped super fast! Will order more from webundies",1,1,1
This is a nice case if you are looking for something compact.  I have a Kodak Easy Share digital camera and it fits perfect inside.  The case has a nice size front pouch and 2 side pouches for easy storage,1,1,1
"I love these boots. The leather is soft, they are very, very comfortable although it is a high heel, and they keep your legs warm (due to their 15 inch in length). These elegant boots are true to fit, classy, you and will get many compliments. They do have a gap at the top, but even with a mini skirt you look natural, so do not worry. I got them on sale from Amazon with free shipping, so that was a big plus for me. Way to go Amazon!",1,1,1
"The garter fit great but i dont think barbie could fit in the panty. It said plus size but some how i dont think they realized what plus size is... for sure not a size 2. Loved the thought though that my client thought enough to buy this for me off my wish list here on amazon.
Huggs
Lizz",1,1,1
There so warm and cozy for those long winter nights and they're good for mountian hikers. The keep your feet warm and dry,1,1,1
"Hello!!!  I ordered these jeans on sale at $19.99.  I really love these jeans!  They are a comfortable strech material.  They do seem to run a little big, though.  I am a size eleven, and I should have ordered a size nine.  Sence they were so comfy and nice, I went ahead and ordered a size nine also, and just kept a hold of the size eleven for my ""fat"" days.  (HA!)  I do recomend these jeans!!!  They are a great buy!!!  Especially at $19.99.  I sure hope this helps and that my review is as acurate as possible!  I am a jeans fanatic!  I am the type to try on 40 pair of jeans before I find one I think fits just right.  ENJOY!!!  I know I am!",1,1,1
"These are my new favorite boots!  The detailing on them is gorgeous and although they are quite high heels, they have a bit of a platform so I do not feel wobbly at all on them.  I'm really happy with my purchase",1,1,1
"I bought this for my husband for Christmas, he isn't a doctor but I figured he could use them to sleep in-- plus he really likes the show scrubs.  They came ahead of schedule and are really comfortable.  Nice fit on him as well.  I recommend",1,1,1
"We bought these yesterday. They are well made, but kind of thin. Great for spring time, or summer. The color was pink, and it's really bright pink! Very cute style. It fits great, and even has belt loops for my skinny daughter. No elastic waste, but has stretchy material in the back for thicker children. Can wear belt though, if needed. Very cute in style.",1,1,1
